PIR_CHR,PIR_START,PIR_STOP,FEAT_CHR,FEAT_START,FEAT_STOP
17,56070905,56074392,17,56072860,56073076
17,33496535,33502713,17,33498494,33498770
17,42425006,42435729,17,42428194,42428410
17,42425006,42435729,17,42431980,42432257
17,42425006,42435729,17,42435546,42435762
17,42425006,42435729,17,42433783,42433999
17,44925300,44934421,17,44928891,44929114
17,79691684,79702153,17,79700817,79701035
17,41991722,42004120,17,41995190,41995406
17,48641559,48661871,17,48653255,48653531
17,78247964,78261512,17,78258491,78258761
17,76713559,76721997,17,76720443,76720748
17,18859567,18866821,17,18864206,18864397
17,46676325,46680602,17,46680005,46680221
17,79521310,79526131,17,79525093,79525369
17,79521310,79526131,17,79526125,79526410
17,39893988,39898242,17,39894306,39894529
17,43850988,43875950,17,43872277,43872576
17,43850988,43875950,17,43860659,43860822
17,18094814,18101026,17,18095322,18095609
17,1976146,1987100,17,1978804,1979274
17,30333914,30343462,17,30334261,30334443
17,26982565,26989145,17,26988653,26988923
17,45863488,45876033,17,45867453,45867729
17,7789925,7797176,17,7789927,7790203
17,7789925,7797176,17,7792533,7792818
17,76822204,76825074,17,76824631,76824907
17,580138,594637,17,591427,591744
17,79526132,79534255,17,79526125,79526410
17,47932290,47939025,17,47937544,47937820
17,47932290,47939025,17,47938572,47938736
17,46960520,46962907,17,46962088,46962358
17,66164046,66169845,17,66168644,66168870
17,62382628,62386861,17,62384324,62384540
17,73319426,73333257,17,73319222,73319438
17,73670141,73675779,17,73671040,73671310
17,72951689,72954118,17,72954103,72954303
17,41186869,41192559,17,41188442,41188721
17,32889726,32897243,17,32889502,32889737
17,39848859,39853746,17,39852285,39852501
17,36937316,36953307,17,36939527,36939812
17,8733824,8741782,17,8736011,8736281
17,8733824,8741782,17,8733986,8734267
17,74395309,74413060,17,74405870,74406087
17,74395309,74413060,17,74404723,74404939
17,17253740,17254558,17,17253903,17254179
17,33511355,33516493,17,33511337,33511613
17,73484301,73498929,17,73494992,73495285
17,36642806,36649073,17,36648344,36648570
17,38626537,38636920,17,38632472,38632688
17,7293896,7301820,17,7298309,7298579
17,7293896,7301820,17,7296811,7297081
17,7591126,7598253,17,7591409,7591618
17,61524925,61538321,17,61526107,61526323
17,48892828,48896413,17,48894651,48894927
17,3581219,3594864,17,3586337,3586581
17,3581219,3594864,17,3581301,3581577
17,42710391,42717155,17,42713991,42714267
17,61500675,61504690,17,61502842,61503058
17,34070958,34075374,17,34074587,34074779
17,36738948,36749693,17,36740676,36740874
17,36738948,36749693,17,36745812,36746088
17,42405863,42419979,17,42408752,42408968
17,42405863,42419979,17,42406353,42406629
17,20998203,21013415,17,20999080,20999365
17,20998203,21013415,17,21008478,21008694
17,20998203,21013415,17,21003068,21003338
17,74678312,74683298,17,74679198,74679414
17,74678312,74683298,17,74679548,74679751
17,72060498,72066675,17,72066559,72066835
17,73898708,73902560,17,73901128,73901344
17,36664764,36669056,17,36665653,36665871
17,36664764,36669056,17,36666667,36666946
17,48192509,48202694,17,48194608,48194878
17,48192509,48202694,17,48192338,48192554
17,58795495,58798367,17,58798155,58798425
17,47075115,47083780,17,47076511,47076795
17,43225805,43228751,17,43226592,43226772
17,56663168,56672400,17,56668856,56669132
17,56663168,56672400,17,56665077,56665298
17,65608727,65615789,17,65611435,65611714
17,36658800,36664763,17,36663956,36664232
17,36658800,36664763,17,36659832,36660102
17,77701649,77720267,17,77715803,77715988
17,77701649,77720267,17,77720018,77720234
17,2250176,2261504,17,2256406,2256626
17,17844125,17861455,17,17856051,17856321
17,17844125,17861455,17,17854175,17854445
17,26735049,26749957,17,26740971,26741247
17,26735049,26749957,17,26740557,26740833
17,26735049,26749957,17,26743904,26744127
17,26735049,26749957,17,26747388,26747664
17,19372406,19376771,17,19372733,19373003
17,68618628,68630849,17,68618619,68618835
17,46049919,46058112,17,46052644,46052955
17,46049919,46058112,17,46055798,46055996
17,44911045,44921008,17,44920271,44920551
17,44911045,44921008,17,44913313,44913535
17,44911045,44921008,17,44919264,44919448
17,4096430,4105036,17,4103159,4103429
17,72860062,72866036,17,72861067,72861288
17,72860062,72866036,17,72862001,72862279
17,79222373,79236775,17,79229339,79229615
17,79222373,79236775,17,79227195,79227411
17,79222373,79236775,17,79228697,79228980
17,79222373,79236775,17,79232206,79232486
17,62398122,62404758,17,62398461,62398703
17,73631979,73637467,17,73632198,73632474
17,28420899,28431255,17,28422779,28423049
17,18225869,18236687,17,18227815,18228091
17,18225869,18236687,17,18228472,18228748
17,18225869,18236687,17,18226416,18226692
17,6031853,6046087,17,6042180,6042456
17,7035392,7042152,17,7037371,7037535
17,7035392,7042152,17,7036801,7037104
17,7035392,7042152,17,7039638,7039854
17,66460121,66465834,17,66462334,66462550
17,45813812,45821405,17,45820088,45820304
17,56377425,56392472,17,56381713,56381951
17,56377425,56392472,17,56385761,56385928
17,48960046,48976275,17,48966759,48967035
17,59562985,59569968,17,59564201,59564417
17,40772144,40806842,17,40776364,40776640
17,40632527,40640179,17,40638519,40638795
17,8319827,8328923,17,8325035,8325311
17,29734277,29752542,17,29742105,29742435
17,47660252,47667196,17,47663100,47663316
17,43167928,43198863,17,43197946,43198216
17,43167928,43198863,17,43176579,43176798
17,43167928,43198863,17,43173574,43173844
17,43167928,43198863,17,43182440,43182716
17,55908055,55914458,17,55910768,55910991
17,55908055,55914458,17,55911502,55911772
17,79681008,79691683,17,79683251,79683527
17,47939026,47960460,17,47957921,47958134
17,47939026,47960460,17,47953216,47953512
17,72434014,72440171,17,72433889,72434105
17,46141757,46153664,17,46151784,46152000
17,46141757,46153664,17,46145996,46146266
17,46141757,46153664,17,46142067,46142360
17,48773136,48780022,17,48775334,48775643
17,41034509,41036363,17,41034688,41034958
17,35431397,35439825,17,35438320,35438606
17,35431397,35439825,17,35439474,35439690
17,72284384,72288375,17,72286451,72286727
17,73857485,73861049,17,73857460,73857692
17,8089389,8090893,17,8089978,8090263
17,44859358,44866942,17,44859681,44859888
17,30147768,30177315,17,30169640,30169851
17,38680285,38683658,17,38682996,38683160
17,7401572,7428715,17,7406352,7406628
17,7401572,7428715,17,7418110,7418386
17,7401572,7428715,17,7426440,7426710
17,48733915,48736883,17,48736644,48736920
17,42855263,42859945,17,42856484,42856981
17,27540199,27562497,17,27546502,27546726
17,35589649,35603051,17,35596686,35596956
17,35589649,35603051,17,35592605,35592881
17,72242141,72248674,17,72248461,72248737
17,27072848,27089078,17,27077720,27078018
17,27072848,27089078,17,27077134,27077400
17,931755,942078,17,939329,939545
17,42799147,42820588,17,42811189,42811415
17,19234947,19240830,17,19240430,19240707
17,40280167,40284836,17,40282623,40282905
17,18221445,18225661,17,18224716,18224997
17,18221445,18225661,17,18223205,18223475
17,40469049,40477330,17,40474817,40475105
17,27297249,27329490,17,27320238,27320514
17,4205183,4210692,17,4207808,4208024
17,43479073,43488186,17,43481518,43481682
17,55187266,55196755,17,55187208,55187520
17,55187266,55196755,17,55191498,55191704
17,28414022,28420898,17,28420583,28420853
17,38698428,38716899,17,38711270,38711546
17,38698428,38716899,17,38716594,38716822
17,36811079,36824737,17,36823853,36824090
17,36811079,36824737,17,36819426,36819676
17,7073544,7081601,17,7077596,7077866
17,7073544,7081601,17,7080775,7081005
17,46634780,46639820,17,46639597,46639873
17,64611770,64624218,17,64621425,64621710
17,42419980,42425005,17,42423197,42423392
17,7963049,7969229,17,7963566,7963846
17,62029978,62045792,17,62038905,62039121
17,27002855,27016327,17,27003022,27003306
17,7280132,7289343,17,7284812,7285143
17,47927324,47930947,17,47929159,47929429
17,41837128,41843685,17,41839713,41839989
17,41837128,41843685,17,41837779,41838075
17,4282119,4304933,17,4300184,4300454
17,72775424,72780269,17,72777091,72777288
17,48669679,48688304,17,48680757,48681037
17,48669679,48688304,17,48674170,48674386
17,47971261,47980526,17,47976532,47976802
17,58506249,58513633,17,58513352,58513571
17,43901121,43916780,17,43913495,43913771
17,43901121,43916780,17,43901845,43902136
17,43901121,43916780,17,43909591,43909784
17,72954119,72965273,17,72959859,72960137
17,72954119,72965273,17,72954103,72954303
17,72954119,72965273,17,72956833,72957103
17,72954119,72965273,17,72957768,72957944
17,2588101,2608660,17,2601749,2601970
17,2588101,2608660,17,2605664,2605956
17,36201731,36209416,17,36203860,36204145
17,36201731,36209416,17,36204409,36204625
17,79568137,79574128,17,79568589,79568809
17,38948086,38954474,17,38953025,38953301
17,38948086,38954474,17,38948111,38948387
17,37382422,37394387,17,37388384,37388600
17,37382422,37394387,17,37391961,37392272
17,41430595,41451038,17,41442769,41443045
17,41430595,41451038,17,41446196,41446412
17,3906764,3908977,17,3908004,3908192
17,48738430,48745941,17,48743257,48743533
17,48286188,48292609,17,48290427,48290720
17,2068842,2077136,17,2073410,2073626
17,30626958,30648047,17,30646515,30646759
17,49232298,49247864,17,49244487,49244763
17,49232298,49247864,17,49244157,49244321
17,49232298,49247864,17,49243479,49243755
17,45400379,45403251,17,45401050,45401320
17,16357378,16368863,17,16360087,16360371
17,16357378,16368863,17,16367054,16367330
17,26707405,26709045,17,26708300,26708516
17,26707405,26709045,17,26708670,26708865
17,7064806,7071054,17,7068491,7068707
17,56173082,56180610,17,56174341,56174611
17,43824626,43840496,17,43831034,43831310
17,48982785,48989470,17,48989267,48989547
17,48982785,48989470,17,48986689,48986965
17,67521469,67527016,17,67522208,67522426
17,29764084,29764643,17,29764372,29764593
17,4500317,4513583,17,4504049,4504325
17,3500467,3520738,17,3500488,3500704
17,3500467,3520738,17,3505889,3506105
17,37201686,37211485,17,37202257,37202431
17,47504404,47512959,17,47512521,47512686
17,37844894,37851566,17,37845310,37845586
17,79290232,79303821,17,79303400,79303616
17,79290232,79303821,17,79296636,79296909
17,48223671,48225263,17,48223596,48223899
17,17451568,17464634,17,17461841,17462005
17,62207792,62209210,17,62207650,62207866
17,744112,775073,17,755286,755502
17,48691602,48704943,17,48703565,48703780
17,48691602,48704943,17,48698300,48698464
17,74471471,74500182,17,74493135,74493405
17,61200557,61203141,17,61202032,61202196
17,55847984,55860389,17,55850188,55850482
17,15956202,15967598,17,15961695,15961965
17,40313332,40323442,17,40315132,40315372
17,3436252,3440266,17,3438874,3439090
17,17707013,17715859,17,17713916,17714210
17,17707013,17715859,17,17715619,17715833
17,71951020,71955424,17,71952816,71953041
17,29828128,29850913,17,29844639,29844909
17,29828128,29850913,17,29835298,29835514
17,47590133,47598054,17,47590045,47590323
17,47590133,47598054,17,47591695,47591941
17,47590133,47598054,17,47593649,47593813
17,47590133,47598054,17,47592844,47593120
17,55200791,55210432,17,55202794,55203070
17,55200791,55210432,17,55208396,55208612
17,40265144,40270935,17,40268807,40269016
17,40265144,40270935,17,40270659,40270929
17,77387446,77393682,17,77389436,77389669
17,77387446,77393682,17,77387954,77388154
17,61965073,61979870,17,61966923,61967204
17,61965073,61979870,17,61966439,61966709
17,39797044,39810457,17,39804220,39804425
17,39797044,39810457,17,39804955,39805166
17,30650678,30660504,17,30650674,30651041
17,41030508,41034230,17,41030611,41030893
17,4491587,4500316,17,4498359,4498643
17,78860354,78869811,17,78868179,78868449
17,8082992,8086863,17,8085262,8085532
17,42005844,42018215,17,42018040,42018256
17,42005844,42018215,17,42015483,42015778
17,7225399,7229332,17,7227575,7227789
17,4466755,4473311,17,4470075,4470268
17,4466755,4473311,17,4468932,4469148
17,40038839,40048128,17,40041986,40042276
17,29808449,29823760,17,29815080,29815296
17,1535743,1542304,17,1539911,1540187
17,4210693,4222462,17,4221584,4221800
17,960279,965300,17,961717,961933
17,48210517,48221994,17,48217312,48217538
17,62060598,62070216,17,62063144,62063427
17,62060598,62070216,17,62067856,62068034
17,74927965,74947690,17,74936389,74936665
17,74927965,74947690,17,74936902,74937178
17,68606996,68618627,17,68618619,68618835
17,48845551,48856004,17,48851604,48851880
17,46384572,46392997,17,46385256,46385472
17,56414166,56424666,17,56422274,56422552
17,56414166,56424666,17,56415732,56415957
17,2279772,2287167,17,2279955,2280231
17,2279772,2287167,17,2285953,2286123
17,73066172,73072436,17,73065948,73066246
17,36846077,36858244,17,36852934,36853213
17,41602560,41614167,17,41611032,41611308
17,17804898,17810003,17,17805727,17806006
17,36614542,36629560,17,36617548,36617824
17,62910917,62916904,17,62915555,62915776
17,37079354,37084352,17,37079146,37079425
17,37079354,37084352,17,37080268,37080484
17,16427640,16435819,17,16428920,16429196
17,8239040,8242057,17,8240790,8240954
17,35123159,35129243,17,35125523,35125799
17,40969882,40974499,17,40972042,40972258
17,72595406,72599484,17,72598191,72598407
17,27429982,27453770,17,27442473,27442689
17,27429982,27453770,17,27442982,27443198
17,27429982,27453770,17,27442160,27442430
17,27429982,27453770,17,27451153,27451369
17,27429982,27453770,17,27444213,27444433
17,27429982,27453770,17,27440370,27440664
17,27429982,27453770,17,27438954,27439143
17,7912318,7920789,17,7920090,7920282
17,48918316,48923025,17,48919315,48919497
17,37827757,37832186,17,37828495,37828705
17,56392613,56401188,17,56394822,56395038
17,20216471,20227331,17,20224167,20224478
17,7813325,7821711,17,7816321,7816537
17,48994062,49003365,17,49003056,49003272
17,29753128,29764083,17,29761760,29761924
17,16194316,16203075,17,16197835,16198111
17,19610486,19620793,17,19617966,19618250
17,19610486,19620793,17,19616829,19617105
17,74115491,74128484,17,74121293,74121509
17,74115491,74128484,17,74117499,74117818
17,74115491,74128484,17,74127252,74127416
17,44024119,44038421,17,44026504,44026780
17,19401778,19420202,17,19417293,19417493
17,19401778,19420202,17,19411273,19411543
17,40052629,40058446,17,40053031,40053311
17,42156421,42163378,17,42160872,42161148
17,42156421,42163378,17,42161645,42161869
17,2171513,2187018,17,2185613,2185900
17,36700687,36706055,17,36701121,36701397
17,48254991,48258198,17,48255781,48256051
17,688413,699346,17,695494,695770
17,688413,699346,17,698139,698355
17,10656810,10659649,17,10657499,10657715
17,17906332,17914016,17,17908300,17908570
17,18105886,18122229,17,18120798,18121010
17,18105886,18122229,17,18105905,18106121
17,73172048,73180000,17,73178566,73178817
17,46881688,46886384,17,46882288,46882499
17,46448578,46452882,17,46452096,46452295
17,47910958,47920746,17,47914490,47914654
17,47910958,47920746,17,47918949,47919238
17,17897617,17898879,17,17897675,17897891
17,19981912,19999577,17,19988545,19988821
17,19981912,19999577,17,19999188,19999352
17,19981912,19999577,17,19998661,19998931
17,2141113,2163156,17,2148135,2148354
17,2141113,2163156,17,2154863,2155139
17,61932249,61938459,17,61934473,61934690
17,21314079,21320666,17,21320125,21320395
17,2573545,2585839,17,2578644,2578920
17,73498930,73511024,17,73500437,73500657
17,19606081,19610485,17,19607997,19608161
17,38507317,38517586,17,38511343,38511574
17,38507317,38517586,17,38514812,38515007
17,56164287,56173081,17,56170619,56170889
17,37400435,37401843,17,37401062,37401297
17,36008129,36012020,17,36010503,36010773
17,65772941,65777438,17,65775152,65775422
17,27966074,27968273,17,27966617,27966823
17,38223275,38227701,17,38226081,38226567
17,73233143,73243130,17,73236759,73237032
17,73233143,73243130,17,73236543,73236707
17,73233143,73243130,17,73234815,73235037
17,42191900,42199428,17,42193078,42193266
17,42191900,42199428,17,42196080,42196350
17,7951511,7960469,17,7960372,7960648
17,72172863,72179251,17,72172927,72173132
17,17757405,17765703,17,17763600,17763835
17,37166307,37171307,17,37168521,37168797
17,76547783,76556701,17,76555835,76556111
17,55178987,55187265,17,55183996,55184219
17,55178987,55187265,17,55187208,55187520
17,6605173,6609518,17,6605131,6605401
17,6361737,6376836,17,6376536,6376759
17,44098910,44108792,17,44103831,44104107
17,74270127,74283655,17,74275646,74275856
17,66768804,66772891,17,66770440,66770710
17,40554703,40573099,17,40555264,40555540
17,40554703,40573099,17,40558140,40558348
17,40554703,40573099,17,40559393,40559669
17,37421267,37427360,17,37427289,37427565
17,46746614,46756734,17,46749076,46749264
17,46746614,46756734,17,46755860,46756061
17,17622974,17630763,17,17630476,17630752
17,17622974,17630763,17,17625930,17626094
17,19337480,19353109,17,19337310,19337602
17,19337480,19353109,17,19350453,19350677
17,78934115,78943764,17,78938712,78938989
17,36763146,36769763,17,36766062,36766332
17,75765039,75774154,17,75768566,75768772
17,75765039,75774154,17,75769065,75769344
17,48184301,48192508,17,48189594,48189882
17,48184301,48192508,17,48192338,48192554
17,41648146,41658628,17,41654085,41654272
17,3696049,3703611,17,3702610,3702910
17,66748068,66768260,17,66755502,66755772
17,66748068,66768260,17,66756091,66756313
17,66748068,66768260,17,66768061,66768277
17,33920747,33926445,17,33923714,33923916
17,37134474,37140529,17,37139470,37139686
17,17254559,17264708,17,17258295,17258511
17,17254559,17264708,17,17259428,17259667
17,28257981,28260746,17,28258438,28258654
17,28257981,28260746,17,28260416,28260692
17,40463092,40465810,17,40464274,40464544
17,56518083,56531761,17,56524934,56525148
17,47523830,47531891,17,47524977,47525253
17,43883382,43901120,17,43890799,43890985
17,43883382,43901120,17,43889560,43889859
17,43281884,43296481,17,43296341,43296562
17,74264378,74270126,17,74267963,74268233
17,54770,72833,17,64638,64908
17,54770,72833,17,65332,65608
17,29850914,29862377,17,29860657,29860927
17,29850914,29862377,17,29852462,29852656
17,29850914,29862377,17,29852878,29853094
17,29850914,29862377,17,29853332,29853612
17,40111227,40117011,17,40115060,40115274
17,40111227,40117011,17,40111770,40111986
17,32007944,32021874,17,32016795,32017071
17,32007944,32021874,17,32013277,32013547
17,77393683,77411649,17,77411079,77411357
17,77393683,77411649,17,77397250,77397520
17,46215526,46225465,17,46221039,46221315
17,4913538,4923341,17,4923036,4923312
17,77362191,77367419,17,77365654,77365930
17,71650900,71657142,17,71653716,71653932
17,71181022,71187906,17,71185769,71185985
17,71181022,71187906,17,71187665,71187902
17,43343465,43361651,17,43348296,43348508
17,43343465,43361651,17,43354659,43354843
17,43343465,43361651,17,43361572,43361842
17,43474832,43479072,17,43476168,43476447
17,39019026,39020103,17,39019303,39019495
17,43087539,43098931,17,43096600,43096904
17,43087539,43098931,17,43094225,43094507
17,37896191,37900389,17,37896527,37896743
17,48369593,48386748,17,48374830,48375045
17,41637940,41642105,17,41639349,41639625
17,34458106,34472914,17,34458893,34459163
17,43361652,43366423,17,43361572,43361842
17,43426327,43444003,17,43441990,43442266
17,37214494,37217560,17,37217376,37217652
17,27467776,27474197,17,27472442,27472658
17,27467776,27474197,17,27470989,27471268
17,61922073,61932248,17,61926531,61926756
17,61922073,61932248,17,61926066,61926353
17,1160302,1163285,17,1162443,1162713
17,43814746,43818226,17,43817855,43818071
17,37325508,37331312,17,37331232,37331452
17,45958614,45968493,17,45967364,45967578
17,48736884,48738429,17,48736644,48736920
17,36484912,36491479,17,36489627,36489843
17,27137796,27146157,17,27138657,27138978
17,37787539,37791763,17,37790670,37790955
17,37787539,37791763,17,37791497,37791661
17,38764983,38779255,17,38771947,38772139
17,38764983,38779255,17,38771221,38771497
17,38764983,38779255,17,38776243,38776460
17,38764983,38779255,17,38774059,38774362
17,79912535,79930052,17,79917565,79917841
17,79912535,79930052,17,79919095,79919371
17,62132263,62141665,17,62141206,62141404
17,16368864,16376049,17,16373773,16373937
17,6609519,6615808,17,6615763,6615979
17,45835306,45863487,17,45853299,45853597
17,45835306,45863487,17,45854027,45854297
17,38473747,38490412,17,38473673,38473943
17,44327657,44342460,17,44331293,44331464
17,44327657,44342460,17,44337350,44337620
17,46258060,46262352,17,46259094,46259310
17,30901262,30916710,17,30916085,30916301
17,70648747,70667425,17,70653900,70654176
17,70648747,70667425,17,70657226,70657507
17,33214072,33224092,17,33219968,33220195
17,17435209,17451567,17,17441365,17441581
17,16203076,16216448,17,16208173,16208405
17,48268301,48277539,17,48272577,48272853
17,48268301,48277539,17,48275637,48275936
17,27256669,27257278,17,27256688,27256969
17,72255118,72266502,17,72256146,72256424
17,42482221,42486983,17,42486766,42487042
17,43726082,43726659,17,43726117,43726317
17,59539524,59547312,17,59541018,59541300
17,59539524,59547312,17,59544896,59545112
17,61509289,61522738,17,61512351,61512621
17,61509289,61522738,17,61513236,61513506
17,61509289,61522738,17,61517776,61518052
17,61509289,61522738,17,61519854,61520143
17,61509289,61522738,17,61514130,61514419
17,49126007,49135060,17,49134170,49134449
17,43228752,43232530,17,43229417,43229687
17,56598126,56604064,17,56598275,56598491
17,26547771,26555704,17,26554829,26555105
17,26547771,26555704,17,26555513,26555789
17,26547771,26555704,17,26554321,26554614
17,73612963,73620722,17,73616134,73616355
17,73612963,73620722,17,73615005,73615240
17,38190234,38209543,17,38195218,38195440
17,38190234,38209543,17,38191431,38191649
17,45695928,45702490,17,45695848,45696127
17,72719224,72738650,17,72733843,72734065
17,72719224,72738650,17,72732913,72733189
17,21191982,21219470,17,21200911,21201201
17,21191982,21219470,17,21191951,21192277
17,21191982,21219470,17,21193204,21193420
17,76663883,76675785,17,76670920,76671196
17,78801977,78812900,17,78807023,78807239
17,16842261,16844204,17,16843598,16843874
17,36595926,36614541,17,36600429,36600627
17,36595926,36614541,17,36612716,36613008
17,36595926,36614541,17,36607641,36608123
17,38717995,38719899,17,38718238,38718514
17,79319008,79322847,17,79319516,79319734
17,7721852,7740114,17,7728619,7728924
17,7721852,7740114,17,7726103,7726319
17,7721852,7740114,17,7738189,7738459
17,43275661,43280429,17,43278046,43278354
17,4305354,4324191,17,4316531,4316785
17,4305354,4324191,17,4308449,4308725
17,4305354,4324191,17,4323979,4324198
17,45926317,45931548,17,45928299,45928555
17,45926317,45931548,17,45927393,45927609
17,7088111,7105342,17,7096917,7097193
17,7088111,7105342,17,7089656,7089935
17,19303904,19329336,17,19322159,19322429
17,19303904,19329336,17,19314131,19314401
17,8007990,8015496,17,8013634,8013838
17,64670165,64675947,17,64670003,64670219
17,26571669,26590878,17,26575203,26575479
17,26571669,26590878,17,26578736,26578952
17,26571669,26590878,17,26578240,26578422
17,62100671,62103594,17,62103163,62103459
17,35109377,35123158,17,35111963,35112156
17,3729556,3735185,17,3730527,3730748
17,6564954,6569606,17,6569399,6569622
17,27186273,27192091,17,27188645,27188921
17,59466573,59469601,17,59467382,59467576
17,39825740,39838551,17,39835490,39835778
17,60773071,60782765,17,60781213,60781388
17,46639821,46645259,17,46639597,46639873
17,48020760,48034675,17,48029907,48030140
17,8311877,8319826,17,8313649,8313883
17,48707265,48708885,17,48708025,48708217
17,27919018,27926179,17,27921209,27921485
17,39813414,39825739,17,39822214,39822417
17,39813414,39825739,17,39818970,39819266
17,39813414,39825739,17,39823314,39823533
17,39813414,39825739,17,39823794,39824010
17,66426659,66440497,17,66427968,66428238
17,66426659,66440497,17,66432607,66432841
17,77964520,77977399,17,77965500,77965716
17,43098932,43106803,17,43099420,43099606
17,41394196,41410937,17,41400277,41400593
17,41394196,41410937,17,41399909,41400125
17,41394196,41410937,17,41400638,41400802
17,41394196,41410937,17,41402019,41402328
17,41394196,41410937,17,41408323,41408593
17,19383513,19401777,17,19390263,19390479
17,18132829,18142330,17,18135203,18135480
17,41383065,41392485,17,41387194,41387449
17,30779958,30789433,17,30788810,30789100
17,30779958,30789433,17,30789397,30789673
17,75199142,75214121,17,75204563,75204839
17,75199142,75214121,17,75210859,75211074
17,44121934,44128596,17,44121752,44121960
17,48566795,48579140,17,48578520,48578804
17,46153665,46157918,17,46157632,46157914
17,16435820,16444254,17,16440246,16440453
17,36119051,36134864,17,36130997,36131181
17,76440629,76457351,17,76441758,76441976
17,76440629,76457351,17,76446992,76447268
17,76440629,76457351,17,76444716,76445018
17,76483091,76485434,17,76485388,76485676
17,35057599,35065399,17,35062668,35062884
17,35057599,35065399,17,35060508,35060784
