PIR_CHR,PIR_START,PIR_STOP,FEAT_CHR,FEAT_START,FEAT_STOP
17,76703630,76705146,17,76704669,76704887
17,71205210,71210507,17,71206556,71206832
17,46103074,46107887,17,46103852,46104081
17,46103074,46107887,17,46105336,46105616
17,37856917,37861291,17,37861149,37861427
17,37856917,37861291,17,37860273,37860549
17,13038775,13045516,17,13044092,13044362
17,11888325,11894545,17,11890358,11890634
17,32854745,32856654,17,32854963,32855179
17,28620361,28626732,17,28626089,28626359
17,46891161,46892928,17,46891877,46892051
17,36831631,36837162,17,36833362,36833604
17,53921857,53925681,17,53922718,53922988
17,15354944,15368042,17,15360567,15360843
17,42608406,42611324,17,42610952,42611175
17,65592358,65602219,17,65599221,65599391
17,72486681,72492991,17,72489560,72489794
17,1991357,1998146,17,1995633,1995903
17,1991357,1998146,17,1994460,1994764
17,71564453,71574979,17,71566482,71566646
17,20125132,20132622,17,20127242,20127518
17,20125132,20132622,17,20130150,20130332
17,20125132,20132622,17,20129091,20129381
17,72194742,72196018,17,72195859,72196062
17,42695415,42703442,17,42700533,42700810
17,48883871,48888811,17,48883776,48884046
17,19665755,19668042,17,19665909,19666111
17,5493525,5498502,17,5495748,5496027
17,27475124,27479525,17,27475940,27476164
17,42639666,42642373,17,42641837,42642131
17,27691746,27708996,17,27696884,27697100
17,27691746,27708996,17,27697203,27697419
17,47128124,47132586,17,47128731,47128947
17,39838552,39844916,17,39844285,39844599
17,17816609,17824617,17,17822596,17822774
17,42279271,42281770,17,42281092,42281362
17,55197585,55199582,17,55198752,55199022
17,61785916,61788494,17,61787762,61788032
17,21274286,21279218,17,21278051,21278327
17,46077758,46083735,17,46080792,46081068
17,2770581,2775687,17,2770953,2771231
17,2770581,2775687,17,2771421,2771698
17,42705620,42709444,17,42705717,42705993
17,49076367,49079240,17,49078465,49078741
17,46094139,46103073,17,46100767,46101061
17,46094139,46103073,17,46101176,46101452
17,46094139,46103073,17,46102509,46102698
17,46094139,46103073,17,46095772,46095982
17,17544222,17565177,17,17545216,17545424
17,46083736,46090951,17,46088716,46088986
17,59644320,59653777,17,59652290,59652566
17,62227381,62237569,17,62232119,62232335
17,5703204,5707257,17,5704692,5704976
17,20006831,20014496,17,20008873,20009152
17,28555747,28560837,17,28557674,28557974
17,38121066,38133977,17,38130785,38131061
17,70721413,70723239,17,70721691,70721895
17,47106629,47110450,17,47109610,47109823
17,47106629,47110450,17,47109983,47110270
17,19686821,19695194,17,19689212,19689494
17,10531760,10542423,17,10534450,10534666
17,10531760,10542423,17,10532174,10532364
17,10531760,10542423,17,10538637,10538917
17,55764565,55786016,17,55785783,55786097
17,8642771,8645438,17,8643838,8644114
17,8203572,8207417,17,8204038,8204255
17,48410900,48414592,17,48410752,48411028
17,27089079,27091912,17,27090804,27091020
17,35239107,35242471,17,35241842,35242058
17,48457044,48462358,17,48458361,48458650
17,10197607,10199601,17,10199136,10199359
17,58461693,58463775,17,58461712,58461988
17,66772892,66775416,17,66773589,66773859
17,43741164,43748204,17,43741213,43741489
17,43741164,43748204,17,43743454,43743730
17,46336567,46337309,17,46337078,46337355
17,42849246,42855262,17,42852221,42852451
17,7887892,7896231,17,7893568,7893785
17,7887892,7896231,17,7892082,7892358
17,34399130,34401360,17,34399963,34400181
17,16190264,16194315,17,16190387,16190664
17,72787621,72789086,17,72787651,72787906
17,40375796,40381627,17,40377422,40377586
17,78088322,78100824,17,78098177,78098393
17,32524705,32527452,17,32527001,32527282
17,28601932,28611969,17,28605119,28605395
17,61178294,61181110,17,61179434,61179727
17,1998147,1999337,17,1998317,1998593
17,61065850,61076014,17,61072758,61072974
17,74469552,74471470,17,74469721,74469937
17,38826038,38832828,17,38832235,38832511
17,10935317,10941041,17,10935194,10935417
17,38346391,38348593,17,38346760,38346975
17,38346391,38348593,17,38347936,38348206
17,62105782,62116310,17,62113951,62114167
17,62105782,62116310,17,62106289,62106575
17,41920571,41923874,17,41923685,41923916
17,62209211,62219596,17,62211034,62211314
17,1784608,1787513,17,1786130,1786400
17,62916905,62919105,17,62917222,62917498
17,41843686,41846793,17,41843850,41844066
17,43054047,43056160,17,43055647,43055943
17,14700585,14713169,17,14708691,14709005
17,38457057,38458213,17,38457648,38457864
17,38601699,38604725,17,38602089,38602365
17,4646092,4652205,17,4648432,4648714
17,72780270,72785152,17,72781782,72782068
17,33638859,33640031,17,33639787,33640003
17,40672073,40672993,17,40672553,40672835
17,9424300,9425711,17,9425487,9425703
17,46576163,46581111,17,46578525,46578801
17,62094021,62097310,17,62094817,62095087
17,42058364,42065851,17,42061665,42061881
17,42058364,42065851,17,42060809,42061025
17,47768825,47770337,17,47769152,47769422
17,6329694,6337131,17,6334152,6334428
17,8223703,8230101,17,8227489,8227765
17,46284469,46293501,17,46293026,46293247
17,47638763,47650837,17,47647439,47647692
17,47638763,47650837,17,47644256,47644472
17,47638763,47650837,17,47645306,47645505
17,47638763,47650837,17,47645747,47646049
17,62226120,62227380,17,62226095,62226311
17,13232971,13248154,17,13241166,13241436
17,39064987,39069047,17,39065614,39065830
17,4117322,4120087,17,4118725,4118941
17,65856606,65860012,17,65858764,65859076
17,40183433,40189078,17,40183278,40183554
17,62021146,62027959,17,62021123,62021417
17,62021146,62027959,17,62024198,62024414
17,601985,603864,17,603783,604077
17,35530363,35534622,17,35531265,35531481
17,43459414,43465628,17,43462973,43463190
17,43459414,43465628,17,43462352,43462622
17,78261513,78267202,17,78266535,78266830
17,38106860,38114365,17,38111180,38111456
17,38553130,38564230,17,38555408,38555684
17,56784272,56789379,17,56788368,56788645
17,66458651,66460120,17,66459165,66459435
17,5561798,5571098,17,5564869,5565145
17,31086128,31099509,17,31091554,31091868
17,31086128,31099509,17,31096883,31097181
17,76485675,76488336,17,76488199,76488475
17,76485675,76488336,17,76485388,76485676
17,62493646,62495216,17,62493470,62493746
17,18143300,18154250,17,18144826,18145176
17,18143300,18154250,17,18151642,18151858
17,73734221,73738486,17,73736878,73737170
17,8656703,8660191,17,8657226,8657496
17,46410732,46422899,17,46413304,46413580
17,46410732,46422899,17,46415123,46415399
17,62027960,62029977,17,62028411,62028587
17,78830622,78835198,17,78833073,78833343
17,27027863,27033622,17,27033531,27033807
17,27027863,27033622,17,27028179,27028455
17,32863988,32870829,17,32869822,32870038
17,72809126,72810895,17,72810645,72810921
17,44079474,44091067,17,44088195,44088487
17,44079474,44091067,17,44079971,44080154
17,27291749,27297248,17,27292700,27292909
17,7908642,7912317,17,7911599,7911901
17,14567949,14572344,17,14567868,14568175
17,15349376,15352046,17,15349478,15349694
17,41410950,41425892,17,41411609,41411830
17,41410950,41425892,17,41416322,41416606
17,8023145,8026266,17,8024957,8025227
17,8023145,8026266,17,8023845,8024163
17,26865922,26873484,17,26867772,26868042
17,42939864,42956121,17,42942589,42942805
17,42939864,42956121,17,42956056,42956332
17,73318746,73319425,17,73319222,73319438
17,1965344,1970162,17,1968376,1968604
17,71943592,71946868,17,71946712,71947004
17,35404950,35407743,17,35405037,35405229
17,38958394,38964185,17,38959875,38960062
17,59048764,59054537,17,59049207,59049423
17,17824618,17828415,17,17825049,17825319
17,21219471,21223742,17,21219933,21220154
17,6941133,6942623,17,6941547,6941831
17,38578070,38583287,17,38579652,38579939
17,9425712,9434968,17,9432396,9432666
17,39115656,39120919,17,39120146,39120416
17,74178155,74184091,17,74178329,74178543
17,48547482,48551346,17,48550094,48550373
17,15731883,15736423,17,15732097,15732373
17,47466056,47474863,17,47472474,47472653
17,67041153,67052152,17,67042341,67042617
17,40155515,40165733,17,40161264,40161558
17,66257972,66260963,17,66259270,66259568
17,46693112,46696334,17,46696025,46696201
17,46210910,46213416,17,46212493,46212782
17,35545992,35548210,17,35547503,35547779
17,2563498,2571063,17,2566708,2566984
17,42283502,42284214,17,42283938,42284217
17,38437281,38441723,17,38440718,38440994
17,19668043,19671395,17,19669857,19670082
17,62643451,62646575,17,62645294,62645564
17,66735906,66740579,17,66737006,66737310
17,40403233,40407389,17,40403198,40403474
17,72382010,72388490,17,72383875,72384151
17,67556920,67569079,17,67565223,67565493
17,57511858,57513827,17,57513061,57513331
17,76007711,76011302,17,76009995,76010215
17,57935131,57948291,17,57946816,57947086
17,57935131,57948291,17,57936830,57937106
17,7571155,7578004,17,7576621,7576891
17,73689172,73691750,17,73690646,73690862
17,73689172,73691750,17,73689714,73690000
17,33582826,33584962,17,33583723,33583999
17,45077921,45082527,17,45078567,45078783
17,59069602,59080707,17,59078302,59078583
17,59069602,59080707,17,59079723,59079999
17,45775250,45781562,17,45776256,45776465
17,71946869,71951019,17,71948938,71949217
17,71946869,71951019,17,71946712,71947004
17,78930355,78934114,17,78932717,78932987
17,46338125,46341885,17,46338725,46338953
17,46338125,46341885,17,46340434,46340710
17,12083828,12084761,17,12084029,12084299
17,48771853,48773135,17,48772499,48772775
17,48075188,48076147,17,48075685,48075880
17,20018085,20022540,17,20020047,20020323
17,41597734,41602559,17,41598008,41598239
17,55752103,55756736,17,55755744,55756026
17,42470678,42482220,17,42477678,42477955
17,30239622,30249148,17,30241804,30241968
17,37682754,37692879,17,37683513,37683783
17,5695181,5698690,17,5696523,5696801
17,5695181,5698690,17,5697270,5697486
17,11042198,11048380,17,11048027,11048243
17,77941757,77949296,17,77944572,77944783
17,77941757,77949296,17,77948693,77948909
17,19548337,19551272,17,19549288,19549504
17,57082152,57093050,17,57082316,57082532
17,41205976,41209195,17,41206117,41206333
17,40179226,40183432,17,40183278,40183554
17,40179226,40183432,17,40180624,40180863
17,79375301,79381224,17,79375779,79376055
17,79375301,79381224,17,79376885,79377314
17,37340613,37351307,17,37350673,37350953
17,18158228,18159015,17,18158610,18158880
17,62488868,62489257,17,62488644,62488920
17,30648048,30650677,17,30650674,30651041
17,3936013,3938538,17,3936079,3936355
17,39475430,39478883,17,39478646,39478916
17,2945018,2948296,17,2947099,2947315
17,42615304,42617556,17,42617175,42617391
17,55270741,55271837,17,55270778,55270994
17,79217736,79222372,17,79218275,79218555
17,27361544,27368161,17,27363593,27363873
17,32099022,32106461,17,32106167,32106437
17,43966159,43969751,17,43967028,43967244
17,957193,959716,17,959359,959575
17,71352226,71356977,17,71356240,71356516
17,29388604,29397233,17,29395437,29395622
17,29388604,29397233,17,29388710,29388988
17,6322053,6329693,17,6326217,6326493
17,6322053,6329693,17,6325417,6325603
17,6322053,6329693,17,6323753,6324023
17,48253552,48254990,17,48254246,48254524
17,55934945,55937306,17,55935365,55935582
17,35166406,35170965,17,35170662,35170938
17,16925354,16938338,17,16935812,16936088
17,16925354,16938338,17,16929431,16929731
17,26555705,26559023,17,26555513,26555789
17,48940252,48941319,17,48940803,48941019
17,1808110,1813312,17,1812107,1812282
17,47266594,47271586,17,47269128,47269543
17,33882004,33886312,17,33882750,33883047
17,48929330,48929851,17,48929506,48929776
17,17936782,17938945,17,17936848,17937118
17,48881030,48883870,17,48883776,48884046
17,1025567,1029793,17,1026365,1026598
17,46304033,46306555,17,46306165,46306381
17,16477473,16488463,17,16487604,16487826
17,42589738,42606205,17,42600610,42600815
17,66905343,66907647,17,66906414,66906690
17,62289747,62295063,17,62294101,62294377
17,44137759,44143273,17,44138853,44139129
17,28121835,28134983,17,28134861,28135077
17,35573233,35579533,17,35577534,35577804
17,56075753,56080585,17,56076908,56077178
17,19240831,19244546,17,19241454,19241724
17,32961696,32968580,17,32965350,32965553
17,36174654,36178398,17,36175941,36176219
17,36174654,36178398,17,36176740,36177016
17,36310936,36314717,17,36313717,36313987
17,19364764,19372405,17,19370621,19370837
17,71574980,71584206,17,71581745,71582021
17,46581112,46585052,17,46583658,46583934
17,40871037,40879600,17,40873082,40873352
17,42228293,42235679,17,42233005,42233221
17,45796373,45804690,17,45803153,45803445
17,45796373,45804690,17,45798456,45798770
17,17215215,17218730,17,17217003,17217219
17,39690810,39693038,17,39691299,39691515
19,18619484,18620711,19,18620503,18620791
19,48463663,48468757,19,48466458,48466745
19,16880566,16884250,19,16882430,16882646
19,2881858,2888306,19,2887400,2887670
19,37458634,37468590,19,37464270,37464489
19,53071868,53079400,19,53073270,53073566
19,18857405,18860763,19,18857395,18857671
19,7098229,7125165,19,7102383,7102659
19,51976140,51977820,19,51976263,51976479
19,32627702,32636123,19,32629368,32629665
19,50254069,50256105,19,50254383,50254653
19,54162809,54164534,19,54162658,54162877
19,8388129,8391988,19,8389299,8389575
19,47658260,47661815,19,47660687,47660963
19,15737952,15742463,19,15740173,15740396
19,55392039,55396737,19,55394228,55394504
19,55392039,55396737,19,55392810,55393016
19,38479561,38487277,19,38481008,38481284
19,15432699,15437920,19,15435709,15436027
19,41937570,41944770,19,41942023,41942299
19,41937570,41944770,19,41944174,41944444
19,41937570,41944770,19,41937425,41937710
19,10497952,10503066,19,10499628,10499826
19,10497952,10503066,19,10501428,10501656
19,10497952,10503066,19,10500553,10500823
19,42395669,42403006,19,42400141,42400412
19,42395669,42403006,19,42398025,42398313
19,36039399,36041758,19,36040158,36040374
19,34194684,34196424,19,34196067,34196358
19,44226494,44232782,19,44227807,44228083
19,45081348,45090108,19,45089028,45089244
19,45081348,45090108,19,45086209,45086443
19,45979109,45981986,19,45981684,45981884
19,44200272,44206441,19,44203852,44204128
19,41677414,41681144,19,41678236,41678526
19,11004708,11007624,19,11006581,11006797
19,42535977,42542213,19,42538961,42539177
19,3243246,3250883,19,3250783,3251001
19,34359038,34361992,19,34359765,34360041
19,12605986,12606898,19,12606123,12606399
19,40660470,40663950,19,40661614,40661884
19,41167010,41170879,19,41168764,41168943
19,49701324,49702465,19,49702178,49702448
19,42322797,42328002,19,42325206,42325482
19,56116188,56118435,19,56115973,56116249
19,56116188,56118435,19,56117640,56117857
19,50510920,50512045,19,50511856,50512073
19,47714197,47715640,19,47714032,47714248
19,45308044,45311296,19,45311271,45311488
19,42644157,42644876,19,42644277,42644578
19,50512046,50514379,19,50511856,50512073
19,42681068,42689024,19,42683476,42683692
19,42681068,42689024,19,42681204,42681483
19,42681068,42689024,19,42688559,42688791
19,44245275,44250449,19,44249515,44249731
19,46071766,46075247,19,46073242,46073467
19,51038775,51042832,19,51039985,51040280
19,51038775,51042832,19,51040986,51041274
19,21384388,21387324,19,21385746,21385972
19,55686357,55687348,19,55687270,55687555
19,49310315,49313719,19,49311307,49311593
19,45519116,45524802,19,45520220,45520490
19,12630850,12636530,19,12632876,12633146
19,1834493,1843124,19,1837686,1837877
19,42593570,42598002,19,42596617,42596834
19,46785532,46793614,19,46785694,46785984
19,1542871,1548769,19,1546273,1546456
19,57607189,57614632,19,57610633,57610851
19,57750318,57751948,19,57751913,57752206
19,16788707,16792788,19,16791695,16791911
19,12446698,12458381,19,12457770,12458049
19,56763791,56766586,19,56764238,56764491
19,34818697,34832332,19,34827777,34828053
19,14897338,14903074,19,14897199,14897368
19,36616322,36624936,19,36618683,36618937
19,10623935,10626940,19,10624883,10625153
19,49471079,49476475,19,49474258,49474478
19,35581235,35587287,19,35581452,35581744
19,31140182,31142775,19,31140996,31141212
19,50488737,50494925,19,50490371,50490662
19,50146934,50147407,19,50146822,50147062
19,16884375,16902395,19,16889683,16889906
11,63678699,63680528,11,63680228,63680504
11,35433940,35436593,11,35433928,35434198
11,68886943,68891662,11,68891244,68891535
11,83003187,83004273,11,83004077,83004294
11,73436061,73446702,11,73440933,73441159
11,95566961,95572120,11,95569264,95569480
11,111432752,111437347,11,111437146,111437364
11,111432752,111437347,11,111435933,111436149
11,81351294,81356109,11,81355346,81355616
11,122618706,122627019,11,122625312,122625582
11,77266695,77270116,11,77268683,77268899
11,35255607,35268197,11,35259745,35259976
11,130002386,130007249,11,130005516,130005792
11,130002386,130007249,11,130002225,130002465
11,15826523,15841385,11,15841301,15841517
11,63768178,63770269,11,63767921,63768191
11,34228642,34232057,11,34231389,34231675
11,18264842,18267697,11,18265384,18265600
11,32823381,32831941,11,32830837,32831058
11,95438659,95444093,11,95438778,95438994
11,19281520,19285786,11,19281356,19281572
11,111895766,111900142,11,111895677,111895893
11,116710821,116713197,11,116711065,116711352
11,56596701,56609631,11,56608741,56609011
11,129565521,129567026,11,129565455,129565725
11,129565521,129567026,11,129566041,129566257
11,61820268,61828998,11,61828883,61829166
11,61820268,61828998,11,61822037,61822313
11,72126781,72130569,11,72130279,72130578
11,123616652,123618608,11,123616496,123616785
11,61043100,61052944,11,61047536,61047812
11,22324782,22328621,11,22325971,22326247
11,60355055,60359451,11,60357135,60357417
11,128523428,128528996,11,128523633,128523914
11,27204697,27207082,11,27205526,27205811
11,3127697,3135426,11,3129060,3129347
11,3127697,3135426,11,3131450,3131644
11,119976371,119979205,11,119978979,119979214
11,95738817,95747677,11,95745215,95745485
11,46374669,46389955,11,46388480,46388644
11,46374669,46389955,11,46389236,46389452
11,122665638,122669843,11,122666923,122667143
11,125292661,125299225,11,125299078,125299294
11,125292661,125299225,11,125298425,125298701
11,125292661,125299225,11,125293211,125293430
11,125292661,125299225,11,125296646,125296810
11,4089202,4093384,11,4091311,4091581
11,4655174,4658914,11,4658186,4658421
11,14539948,14552022,11,14541739,14542224
11,125229171,125235737,11,125234375,125234651
11,116789135,116799697,11,116797935,116798222
11,15841386,15841976,11,15841301,15841517
11,17999575,18002746,11,18000335,18000536
11,17999575,18002746,11,18001399,18001615
11,110346892,110350095,11,110349220,110349443
11,14556669,14563601,11,14561457,14561736
11,14556669,14563601,11,14558635,14558905
11,10675326,10684734,11,10675890,10676118
11,69786320,69789612,11,69789218,69789488
11,17413540,17419961,11,17416372,17416649
11,124282656,124293228,11,124285264,124285577
11,7426231,7436087,11,7435533,7435809
11,17751358,17752999,11,17752662,17752855
11,17751358,17752999,11,17752182,17752382
11,92975071,92982816,11,92981819,92982089
11,57107462,57119140,11,57107784,57108054
11,57107462,57119140,11,57113172,57113388
11,57107462,57119140,11,57112284,57112749
11,57107462,57119140,11,57117366,57117582
11,125241995,125245069,11,125242039,125242326
11,29041161,29047797,11,29041929,29042205
11,14212589,14218989,11,14212614,14212893
11,41217076,41227486,11,41222766,41223054
11,19915846,19927313,11,19925182,19925351
11,19915846,19927313,11,19926849,19927146
11,87062251,87065239,11,87063862,87064078
11,48074262,48082152,11,48074367,48074531
11,57430454,57433060,11,57430327,57430616
11,5912225,5922933,11,5912433,5912725
11,111299960,111302280,11,111299857,111300066
11,117298215,117299926,11,117299514,117299784
11,61500978,61506446,11,61504649,61504964
11,61500978,61506446,11,61505561,61505839
11,61500978,61506446,11,61500974,61501200
11,62480858,62484546,11,62482673,62482966
11,43293105,43300346,11,43300249,43300525
11,5020672,5032981,11,5025735,5026005
11,122490935,122503297,11,122499746,122499964
11,130772990,130775150,11,130774372,130774648
11,117327098,117332915,11,117328662,117328932
11,92964359,92972002,11,92967836,92968077
11,92964359,92972002,11,92969978,92970194
11,61438365,61440500,11,61439119,61439337
11,95822935,95829030,11,95824738,95825014
11,103467817,103471249,11,103470469,103470739
11,8341948,8351932,11,8350387,8350606
11,62460602,62462848,11,62462264,62462454
11,31781745,31785124,11,31783298,31783568
11,7556761,7559494,11,7557423,7557699
11,57411420,57413534,11,57412347,57412545
11,36510084,36519775,11,36514328,36514598
11,72889127,72889760,11,72889191,72889380
11,61828999,61837724,11,61828883,61829166
11,56764969,56769237,11,56769228,56769504
11,118040885,118045365,11,118042438,118042636
11,102194819,102212390,11,102195881,102196151
11,35408408,35417110,11,35413830,35414046
11,62625363,62631246,11,62630187,62630405
11,65577504,65580061,11,65577614,65577832
11,56908140,56919907,11,56911598,56911880
11,61462755,61465993,11,61463480,61463783
11,61462755,61465993,11,61462471,61462756
11,85929273,85930978,11,85929592,85929808
11,11810463,11814225,11,11811326,11811602
11,9994423,10004042,11,9994514,9994784
11,33108962,33114857,11,33111441,33111711
11,82634436,82640453,11,82638363,82638641
11,17575534,17576517,11,17576042,17576350
11,118347087,118361533,11,118359271,118359541
11,63638234,63643308,11,63639522,63639808
11,29453555,29454846,11,29454311,29454587
11,86163432,86172291,11,86167216,86167406
11,86163432,86172291,11,86164361,86164637
11,31261564,31263372,11,31261941,31262157
11,46828629,46831976,11,46830405,46830681
11,109720725,109726669,11,109723964,109724234
11,133027418,133036033,11,133033402,133033672
11,8229738,8237482,11,8230846,8231067
11,46562560,46568964,11,46563649,46563813
11,126585425,126592853,11,126586432,126586648
11,106908333,106911082,11,106908334,106908614
11,57318024,57324823,11,57318374,57318650
11,113208372,113212787,11,113209512,113209788
11,111718692,111722562,11,111722440,111722741
11,46260972,46262112,11,46260749,46260989
11,15059910,15063369,11,15060556,15060832
11,95580015,95588463,11,95582279,95582549
11,5828446,5831424,11,5829753,5829975
11,5828446,5831424,11,5828865,5829142
11,12309010,12312259,11,12309168,12309384
11,12309010,12312259,11,12310215,12310418
11,12309010,12312259,11,12310742,12311018
11,93632475,93637284,11,93637233,93637509
11,66340727,66348589,11,66346552,66346771
11,3057757,3060044,11,3058599,3058785
11,2173107,2175864,11,2173280,2173485
11,45360457,45365740,11,45362953,45363254
11,45360457,45365740,11,45361664,45361880
11,19756743,19770712,11,19761465,19761741
11,19756743,19770712,11,19764330,19764541
11,35417111,35428160,11,35426103,35426319
11,9694334,9698926,11,9697266,9697482
11,62986518,62995643,11,62995199,62995543
11,130014400,130018519,11,130016239,130016529
11,7683638,7689113,11,7687039,7687255
11,101299266,101302909,11,101299665,101299935
11,111893958,111895343,11,111893870,111894140
11,59885182,59888026,11,59885883,59886153
11,92588028,92596857,11,92594941,92595238
11,126489153,126494893,11,126494003,126494167
11,19974040,19983053,11,19975532,19975808
11,44153864,44158716,11,44154943,44155213
11,44153864,44158716,11,44154097,44154373
11,60089455,60101781,11,60101581,60101800
11,9634406,9639353,11,9635661,9635931
11,9634406,9639353,11,9634781,9634983
11,76876062,76889787,11,76882994,76883270
11,87132101,87133191,11,87132478,87132728
11,124852442,124859958,11,124853836,124854126
11,47991004,47998305,11,47996080,47996296
11,73046407,73048103,11,73046591,73046791
11,65984699,65994894,11,65990183,65990484
11,71734777,71737526,11,71736242,71736419
11,134684939,134689106,11,134689007,134689235
11,114627294,114635618,11,114633247,114633445
11,78293225,78299352,11,78297556,78297838
11,93637298,93643420,11,93637233,93637509
11,20356898,20366121,11,20359177,20359393
11,10750373,10757978,11,10757389,10757635
11,62264487,62267387,11,62264661,62264882
11,109565943,109568689,11,109568043,109568259
11,130064375,130071681,11,130068871,130069147
11,6522462,6527177,11,6526968,6527185
11,11331872,11336725,11,11334332,11334608
11,18807622,18811754,11,18811536,18811812
11,71892585,71894837,11,71894546,71894762
11,71892585,71894837,11,71892775,71893045
11,45353495,45355639,11,45353988,45354264
11,45353495,45355639,11,45353467,45353745
11,72555721,72577727,11,72559990,72560212
11,64397729,64402705,11,64397836,64398000
11,64397729,64402705,11,64397516,64397786
11,113596584,113604478,11,113601682,113601952
11,2023180,2029380,11,2023322,2023598
11,2023180,2029380,11,2024127,2024403
11,2023180,2029380,11,2023750,2023977
11,131562548,131569246,11,131564793,131565024
11,36494316,36505206,11,36500322,36500592
11,123132066,123133688,11,123132287,123132488
11,74013206,74020649,11,74020355,74020646
11,12116776,12124514,11,12120759,12121046
11,6290141,6294986,11,6291258,6291541
11,126433672,126445113,11,126437368,126437644
11,126433672,126445113,11,126440461,126440737
11,126433672,126445113,11,126443608,126443878
11,126433672,126445113,11,126434547,126434850
11,7368354,7374947,11,7374302,7374572
11,106280549,106286937,11,106286300,106286576
11,130031128,130034193,11,130033497,130033661
11,20376929,20384123,11,20376860,20377130
11,12056502,12069350,11,12065878,12066080
11,12056502,12069350,11,12069003,12069190
11,35509138,35510154,11,35509178,35509394
11,6397355,6410654,11,6400575,6400791
11,21496473,21500140,11,21496850,21497160
11,16622271,16628041,11,16627862,16628054
11,16622271,16628041,11,16624837,16625138
11,114130512,114132675,11,114131837,114132020
11,48129164,48132455,11,48130953,48131229
11,48129164,48132455,11,48131523,48131793
11,6043458,6044569,11,6044269,6044539
11,14170056,14173945,11,14170290,14170566
11,107610774,107614882,11,107611752,107611968
11,132947204,132954321,11,132952701,132952994
11,132947204,132954321,11,132948537,132948741
11,132947204,132954321,11,132950927,132951205
11,129561179,129565520,11,129565455,129565725
11,129561179,129565520,11,129564554,129564830
11,33338003,33345736,11,33341565,33341842
11,32399963,32411191,11,32407595,32407811
11,62092183,62095552,11,62092465,62092713
11,48136683,48139372,11,48138458,48138734
11,84266879,84270045,11,84269213,84269429
11,9221521,9229072,11,9225504,9225781
11,113939368,113954238,11,113946701,113946918
11,9878260,9884071,11,9883754,9883950
11,60324773,60332240,11,60331327,60331618
11,44945412,44954022,11,44948728,44948921
11,57250485,57251169,11,57250586,57250787
11,112984431,112986002,11,112985247,112985463
11,72631121,72644770,11,72635680,72635956
11,69003276,69011389,11,69008609,69008887
11,69003276,69011389,11,69008217,69008487
11,133696079,133705609,11,133705160,133705377
11,133696079,133705609,11,133701278,133701494
11,96159193,96163251,11,96160019,96160315
11,6333700,6338115,11,6337127,6337333
11,42790098,42793855,11,42792059,42792329
11,30933127,30935913,11,30935794,30936019
11,5390021,5391945,11,5391164,5391440
11,31958287,31967880,11,31964640,31964982
11,121459038,121464865,11,121462184,121462424
11,58440802,58446414,11,58443099,58443323
11,71131369,71132240,11,71131565,71131776
11,113765474,113768308,11,113766201,113766417
11,113765474,113768308,11,113767109,113767325
11,8267444,8274819,11,8268887,8269157
11,34198534,34202435,11,34199351,34199627
11,73091004,73099586,11,73094425,73094641
11,73091004,73099586,11,73098732,73099021
11,17911459,17913589,11,17911935,17912211
11,124958408,124962163,11,124961195,124961363
11,9852462,9857771,11,9852774,9853005
11,69056186,69060150,11,69059870,69060105
11,17666304,17669593,11,17666720,17667014
11,17994270,17996521,11,17994674,17994883
